,deal_name,cidade,deal_id,código_inep,cidade_encontrada,link_qedu
0,Colegio Michelangelo,Aracaju,4808260897,28032063,"ARACAJU
 ",http://www.qedu.org.br/escola/103069-colegio-michelangelo-ma-e-filhos/sobre
1,Colégio Pio Decimo,Aracaju,4668205644,28017242,"ARACAJU
 ",http://www.qedu.org.br/escola/102509-colegio-pio-decimo-ltda-epp/sobre
2,Colégio Pró Mundo,Aracaju,4667460207,28035461,"ARACAJU
 ",https://www.qedu.org.br/escola/283496-colegio-pro-mundo-ltda-epp-filial/sobre
3,Colégio Lavoisier,Aracaju,4667459491,28017986,"ARACAJU
 ",http://qedu.org.br/escola/106984-colegio-lavoisier/sobre
4,Colégio Arquidiocesano Sagrado Coração De Jesus,Aracaju,4372939975,28017781,"ARACAJU
 ",http://www.qedu.org.br/escola/103062-colegio-arquidiocesano-s-coracao-de-jesus/sobre
5,COC - COLÉGIO SÃO PAULO,Aracaju,4169848074,28020065,"ARACAJU
 ",http://www.qedu.org.br/escola/102265-o-mundo-da-crianca-e-colegio-sao-paulo/sobre
6,Colégio Memorial,Aracaju,4043542026,26142724,"OLINDA
 ",http://www.qedu.org.br/escola/85439-colegio-memorial-de-olinda/sobre
7,Educação Adventista Aracaju,Aracaju,3612869295,28074408,"ARACAJU
 ",http://www.qedu.org.br/escola/103500-ce-adventista-de-aracaju/sobre
8,O mundo da criança,Aracaju,3034229816,28020065,"ARACAJU
 ",http://www.qedu.org.br/escola/102265-o-mundo-da-crianca-e-colegio-sao-paulo/sobre
9,Coesi,Aracaju,2980313035,28017757,"ARACAJU
 ",http://www.qedu.org.br/escola/102328-coesi-escolinha-do-re-mi/sobre
10,Salesiano Aracaju,Aracaju,2980303707,28017919,"ARACAJU
 ",http://www.qedu.org.br/escola/107182-colegio-salesiano-nossa-senhora-auxiliadora/sobre
11,Colégio Cea,Aracaju,2887923032,28067401,"ARACAJU
 ",http://www.qedu.org.br/escola/107498-colegio-cea-ltda/sobre
12,Colégio Bom Pastor,Aracaju,2887914987,28106407,"ARACAJU
 ",http://www.qedu.org.br/escola/107402-colegio-bom-pastor/sobre
13,Centro Educacional Moroni,Aracaju,2887893538,28033639,"ARACAJU
 ",http://www.qedu.org.br/escola/107187-ce-moroni/sobre
14,Colégio São Paulo,Aracaju,2887821636,28020065,"ARACAJU
 ",http://www.qedu.org.br/escola/102265-o-mundo-da-crianca-e-colegio-sao-paulo/sobre
15,Instituto Dom Fernando Gomes,Aracaju,2887785358,28019814,"ARACAJU
 ",http://www.qedu.org.br/escola/103295-instituto-dom-fernando-gomes/sobre
16,Colégio Ômega,Aracaju,2887785357,28031350,"ARACAJU
 ",http://www.qedu.org.br/escola/101675-colegio-omega/sobre
17,Colégio Dinâmico,Aracaju,2887618328,22056904,"FLORIANO
 ",http://qedu.org.br/escola/56420-colegio-dinamico-ltda/sobre
18,Colégio Aprendiz,Aracaju,2719077122,28035135,"ARACAJU
 ",http://www.qedu.org.br/escola/278508-colegio-aprendiz/sobre
19,Colégio Amadeus,Aracaju,1993413912,28017943,"ARACAJU
 ",https://qedu.org.br/escola/108192-colegio-amadeus-ltda/censo-escolar
20,Centro Educacional Cri'Arte,Aracaju,1984237506,28017374,"ARACAJU
 ",http://www.qedu.org.br/escola/103130-ce-criarte/sobre
21,Escola Gente Miúda,Aracaju,1875490151,28026390,"PROPRIÁ
 ",http://www.qedu.org.br/escola/101978-escola-gente-miuda/sobre
22,Colégio Amadeus,Aracaju,1517356847,28017943,"ARACAJU
 ",https://qedu.org.br/escola/108192-colegio-amadeus-ltda/censo-escolar
23,Colégio Coesi,Aracaju,1447088019,28017757,"ARACAJU
 ",http://www.qedu.org.br/escola/102328-coesi-escolinha-do-re-mi/sobre
24,Colegio Cepi Expansao,Aracaju,1447075779,28042204,"ARACAJU
 ",http://www.qedu.org.br/escola/106850-colegio-cepi-expansao/sobre
25,Colégio Americano Batista,Aracaju,1447063158,28017773,"ARACAJU
 ",http://www.qedu.org.br/escola/102137-colegio-americano-batista/sobre
26,Instituto Científico Educacional,Aracaju,1442767014,,"ARACAJU
 ",https://webcache.googleusercontent.com/search?q=cache:05y-m76XM0kJ:https://www.qedu.org.br/escola/261159-ised-instituto-sergipano-de-educacao-e-desenvolvimento/enem+&cd=3&hl=pt-BR&ct=clnk&gl=br
27,Colégio Purificação,Aracaju,1442755648,,"ARACAJU
 ",https://webcache.googleusercontent.com/search?q=cache:QjA1rcT7Wa8J:https://www.qedu.org.br/escola/104013-colegio-purificacao-i+&cd=1&hl=pt-BR&ct=clnk&gl=br
28,Colégio Salesiano Aracaju,Aracaju,1442755593,28017919,"ARACAJU
 ",http://www.qedu.org.br/escola/107182-colegio-salesiano-nossa-senhora-auxiliadora/sobre
29,Faculdade Sergipana,Aracaju,1442748778,,"ARACAJU
 ",http://www.qedu.org.br/escola/261159-ised-instituto-sergipano-de-educacao-e-desenvolvimento/sobre
30,Colégio Celebridades,Aracaju,1442748754,28035429,"ARACAJU
 ",https://www.qedu.org.br/escola/283491-colegio-guia/sobre
31,Self Reforço Escolar,Aracaju,1442747199,,Aracaju,
32,Colégio San Rafael,Aracaju,1442741680,28032772,"ARACAJU
 ",http://www.qedu.org.br/escola/101962-colegio-san-rafael-ltda/sobre
33,CCPA,Aracaju,1442741494,28017803,"ARACAJU
 ",http://www.qedu.org.br/escola/103064-colegio-de-ciencias-pura-e-aplicada/sobre
34,Instituto Dom Fernando Gomes (IDFG) (SE),Aracaju,1442741412,28019814,"ARACAJU
 ",http://www.qedu.org.br/escola/103295-instituto-dom-fernando-gomes/sobre
35,Colégio Módulo,Aracaju,1442735883,28018109,"ARACAJU
 ",http://www.qedu.org.br/escola/103521-curso-colegio-modulo-ltda/sobre
36,Colégio CB,Aracaju,1442735881,28072430,"ARACAJU
 ",http://www.qedu.org.br/escola/103587-colegio-jardins-ltda/sobre
37,Colégio Ideal,Aracaju,1442735608,28032799,"ARACAJU
 ",http://www.qedu.org.br/escola/101964-colegio-ideal-cursos-e/sobre
38,Liceu de Estudos Integrados,Aracaju,1442735603,28020049,"ARACAJU
 ",http://www.qedu.org.br/escola/104194-liceu-de-estudos-integrados/sobre
39,Escola Reunida Duas Irmãs Aracaju,Aracaju,1442729082,28026497,"ARACAJU
 ",http://qedu.org.br/escola/102099-escola-reunida-duas-irmas/sobre
40,Colégio Jardins,Aracaju,1442729022,28072430,"ARACAJU
 ",https://www.qedu.org.br/escola/103587-colegio-jardins-ltda/censo-escolar
41,JFGG e Cia LTDA / Colégio Dinâmico,Aracaju,1442721887,28031970,"ARACAJU
 ",http://www.qedu.org.br/escola/103731-jfgg-e-cia-ltda/sobre
42,Colégio de Ciências Pura e Aplicada,Aracaju,1442713651,28017803,"ARACAJU
 ",https://qedu.org.br/escola/103064-colegio-de-ciencias-pura-e-aplicada/sobre
43,Mentore,Aracaju,1442385796,,Aracaju,
44,Curso Essencial,Aracaju,1442379514,28032799,"ARACAJU
 ",http://www.qedu.org.br/escola/101964-colegio-ideal-cursos-e/sobre
45,Colégio Helena Bicalho,Belo Horizonte,5023144740,31220353,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/156539-colegio-helena-bicalho/censo-escolar
46,COLEGIO SANTA MARCELINA,Belo Horizonte,5020097373,31004031,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/159217-colegio-santa-marcelina/censo-escolar
47,INST EDUC BAIAO SANTOS,Belo Horizonte,5020091430,31210102,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/152217-ie-baiao-santos/sobre
48,Colégio Magnum Cidade Nova,Belo Horizonte,4983580675,31004731,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/136140-colegio-magnum-agostiniano-nova-floresta/sobre
49,Marista Dom Silvério - FTD Educação | BH,Belo Horizonte,4868667142,31006394,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/136272-colegio-marista-dom-silverio/censo-escolar
50,Colégio Arnaldo unidade Funcionários,Belo Horizonte,4668232871,31004871,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/163205-colegio-arnaldo-unidade-funcionarios/censo-escolar
51,Colégio Batista Mineiro,Belo Horizonte,4664531604,31005037,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/139711-colegio-batista-mineiro/sobre
52,Colégio Cem BH,Belo Horizonte,4043163725,31006629,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/142849-ce-mineiro/censo-escolar
53,Instituto educacional Missão paz,Belo Horizonte,2991454824,31340391,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/160242-instituto-educacional-missao-paz/sobre
54,Escola Santo Tomas de Aquino,Belo Horizonte,2919936541,31004278,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/136462-escola-santo-tomas-de-aquino/censo-escolar
55,Luziana Lanna Idiomas,Belo Horizonte,2882849808,,Belo Horizonte,
56,Instituto Educacional Canaã,Belo Horizonte,2792032975,31339636,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/160371-ie-canaa/sobre
57,Colégio Santa Branca,Belo Horizonte,2791261294,31007561,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/161378-colegio-santa-branca/sobre
58,Colégio Dona Clara,Belo Horizonte,2731034559,31246051,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/160889-colegio-dona-clara/sobre
59,Colégio Salesiano Belo Horizonte,Belo Horizonte,2646110712,31006599,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/158323-colegio-salesiano-de-belo-horizonte/censo-escolar
60,Colégio Nossa Senhora da Piedade,Belo Horizonte,2461651513,31006513,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/138543-colegio-nossa-senhora-da-piedade/sobre
61,Colégio Vila Mundo BH,Belo Horizonte,2461269914,31365130,"BELO HORIZONTE
 ",http://qedu.org.br/escola/280917-colegio-vila-mundo/sobre
62,Colégio Dona Clara,Belo Horizonte,2455595540,31246051,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/160889-colegio-dona-clara/sobre
63,Equalizar,Belo Horizonte,2337246140,31245488,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/163312-campus-1-bh/sobre
64,Padre Eustáquio - FTD Educação | BH [Upsell de Licenças],Belo Horizonte,1993391496,,Belo Horizonte,
65,Prisma - FTD Educação | BH,Belo Horizonte,1993360532,41027051,"ARAPONGAS
 ",http://www.qedu.org.br/escola/237734-prisma-colegio-ens-fund-e-medio-subsede-i/sobre
66,Padre Eustáquio - FTD Educação | BH,Belo Horizonte,1903118633,31004880,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/140693-colegio-padre-eustaquio/censo-escolar
67,Santa Rita de Cássia - FTD Educação | BH,Belo Horizonte,1903111945,31004511,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/137095-colegio-santa-rita-de-cassia/sobre
68,FTD BH - Novos projetos,Belo Horizonte,1845295246,31005037,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/139711-colegio-batista-mineiro/sobre
69,Rede Santo Agostinho,Belo Horizonte,1807943320,31004651,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/158355-colegio-santo-agostinho/sobre
70,Grupo Bernoulli,Belo Horizonte,1807612453,31311723,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/158679-colegio-bernoulli/sobre
71,Colégio Tiradentes da Polícia Militar,Belo Horizonte,1762494890,31307696,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/153069-colegio-tiradentes-pmmg-gameleira/censo-escolar
72,Rede Coleguium,Belo Horizonte,1714237549,31351725,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/268604-coleguium/sobre
73,Instituto Magnani,Belo Horizonte,1601342192,31266655,"NOVA LIMA
 ",http://www.qedu.org.br/escola/145321-instituto-cassio-magnani/sobre
74,Santa Rita de Cássia - FTD Educação | BH,Belo Horizonte,1517534893,31004511,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/137095-colegio-santa-rita-de-cassia/sobre
75,Padre Eustáquio - FTD Educação | BH,Belo Horizonte,1517506017,31004880,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/140693-colegio-padre-eustaquio/censo-escolar
76,Curso Soma,Belo Horizonte,1447087999,,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/143356-colegio-soma/sobre
77,Colégio Sagrado Coracao De Maria,Belo Horizonte,1447082398,31007153,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/160476-colegio-sagrado-coracao-de-maria/sobre
78,Colégio Educar Brasil,Belo Horizonte,1447075810,31210200,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/155301-escola-educar/sobre
79,Instituto Newton Paiva,Belo Horizonte,1447075782,,Belo Horizonte,
80,Colégio Pitágoras Cidade Jardim,Belo Horizonte,1447070830,31006327,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/135443-ji-colegio-pitagoras-cidade/sobre
81,Colégio João de Barro,Belo Horizonte,1442766969,31257656,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/153464-colegio-joao-de-barro/censo-escolar
82,Colégio Padre Eustáquio,Belo Horizonte,1442766905,31004880,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/140693-colegio-padre-eustaquio/censo-escolar
83,Centro Educacional Mineiro,Belo Horizonte,1442766893,31006629,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/142849-ce-mineiro/sobre
84,Colégio Crescer,Belo Horizonte,1442766889,31305456,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/160938-colegio-crescer-ltda/sobre
85,Instituto Itapoã,Belo Horizonte,1442766823,31004481,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/137424-instituto-itapoa/sobre
86,Instituto Educacional Principe da Paz,Belo Horizonte,1442755637,31356077,"BELO HORIZONTE
 ",https://qedu.org.br/escola/274182-instituto-educacional-do-principe-da-paz/censo-escolar
87,Instituto Balão Azul,Belo Horizonte,1442755634,31329517,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/135741-instituto-balao-azul/censo-escolar
88,Pré Federal,Belo Horizonte,1442755591,31258377,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/150751-eebp-da-ufmg-cp/censo-escolar
89,Colégio Raíz,Belo Horizonte,1442755581,31354880,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/269797-colegio-raiz/sobre
90,Colégio Franciscano Coracao De Maria,Belo Horizonte,1442755575,31007498,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/141880-colegio-franciscano-coracao-de-maria/censo-escolar
91,Genoma Sistema de Ensino,Belo Horizonte,1442755559,,Belo Horizonte,
92,Profª Carla Clark,Belo Horizonte,1442755547,31003077,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/136779-em-augusta-medeiros/censo-escolar
93,Colégio Santa Maria Coração Eucaristico,Belo Horizonte,1442748775,31005614,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/141657-colegio-santa-maria-coracao-eucaristico/censo-escolar
94,Colégio Santo Antônio CSA BH,Belo Horizonte,1442748702,31004812,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/141578-colegio-santo-antonio/sobre
95,Colégio São Paulo Irmãs Angélicas,Belo Horizonte,1442748696,31005134,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/137721-colegio-sao-paulo/censo-escolar
96,Colégio Nossa Senhora das Dores,Belo Horizonte,1442748625,31004171,"BELO HORIZONTE
 ",http://qedu.org.br/escola/135678-colegio-nossa-senhora-das-dores/sobre
97,Colégio Maria Clara Machado,Belo Horizonte,1442748524,31005797,"BELO HORIZONTE
 ",https://qedu.org.br/escola/138533-colegio-maria-clara-machado/sobre
98,Instituto Educacional Belo Horizonte,Belo Horizonte,1442748460,31363936,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/284584-instituto-educacional-mei/censo-escolar
99,Tutor Mundi,Belo Horizonte,1442748405,31365130,"BELO HORIZONTE
 ",http://qedu.org.br/escola/280917-colegio-vila-mundo/sobre
100,ESDEVA,Belo Horizonte,1442747124,31004031,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/159217-colegio-santa-marcelina/censo-escolar
101,Jovelina Linhares de Andrade F0,Belo Horizonte,1442741671,42110980,"FLORIANÓPOLIS
 ",https://www.qedu.org.br/escola/225162-escola-da-ilha/censo-escolar
102,Trilha da Criança Centro Educacional,Belo Horizonte,1442741616,31298387,"BELO HORIZONTE
 ",http://qedu.org.br/escola/148298-ce-trilha-da-crianca/sobre
103,Colégio Loyola,Belo Horizonte,1442741536,31006238,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/159846-colegio-loyola/sobre
104,Instituto Educacional Baião Santos,Belo Horizonte,1442741478,31210102,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/152217-ie-baiao-santos/sobre
105,Colégio Emaus,Belo Horizonte,1442741474,31354813,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/269969-colegio-emaus/censo-escolar
106,Pleno Preparatório,Belo Horizonte,1442741428,31002593,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/139714-em-belo-horizonte/censo-escolar
107,Colégio Alumnus,Belo Horizonte,1442741351,31314749,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/149585-colegio-alumnus/sobre
108,Santa Maria,Belo Horizonte,1442741345,31004359,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/137067-colegio-espanhol-santa-maria-cidade-nova/sobre
109,Colégio ICM,Belo Horizonte,1442735837,31297798,"BELO HORIZONTE
 ",http://qedu.org.br/escola/144838-ce-icm/sobre
110,Colégio Maximus unidade Santa Ines,Belo Horizonte,1442735804,31003875,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/137607-colegio-maximus-santa-ines/sobre
111,Colégio Logosófico - BH,Belo Horizonte,1442735750,31006157,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/135377-colegio-logosofico-gonzalez-pecotche/sobre
112,Colégio Getsêmani,Belo Horizonte,1442735659,31218529,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/155766-colegio-batista-getsemani/censo-escolar
113,Colégio Frederico Ozanam,Belo Horizonte,1442735657,31005673,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/132848-colegio-frederico-ozanam/censo-escolar
114,Colégio Magnum (Dir. TI Ricardo Gouveia),Belo Horizonte,1442722098,29214866,"CONTENDAS DO SINCORÁ
 ",https://www.qedu.org.br/escola/125460-ee-colegio-estadual-doutor-luiz-edson-de-gouveia/censo-escolar
115,Colégio Noeme Campos,Belo Horizonte,1442722022,31004162,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/135677-colegio-noeme-campos/censo-escolar
116,Escola de Tecnologia buddys MG,Belo Horizonte,1442721954,31002593,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/139714-em-belo-horizonte/censo-escolar
117,Colégio Imaculada Conceição,Belo Horizonte,1442721933,31005835,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/137454-colegio-imaculada-conceicao/censo-escolar
118,Rede Clarissas Franciscanas,Belo Horizonte,1442721862,31006424,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/141055-colegio-franciscano-sagrada-familia/sobre
119,Instituto Educacional Colorir,Belo Horizonte,1442721775,31352217,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/267812-instituto-educacional-colorir/censo-escolar
120,Colégio Logosófico Unidade Funcionários,Belo Horizonte,1442721708,31006157,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/135377-colegio-logosofico-gonzalez-pecotche/sobre
121,Alfredo Matemática,Belo Horizonte,1442719910,31000795,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/164242-ee-ministro-alfredo-vilhena-valladao/sobre
122,Equipe Clínica,Belo Horizonte,1442715835,31245488,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/163312-campus-1-bh/sobre
123,Colégio Santa Marcelina,Belo Horizonte,1442715818,31004031,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/159217-colegio-santa-marcelina/censo-escolar
124,Instituto Metodista Izabela Hendrix MG,Belo Horizonte,1442715775,31004821,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/141579-colegio-metodista-izabela-hendrix/sobre
125,Colégio Paquetá,Belo Horizonte,1442715742,31330973,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/160138-ce-paqueta/sobre
126,Instituto Le Petit,Belo Horizonte,1442715736,31327638,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/143716-instituto-le-petit/censo-escolar
127,Colégio São Miguel de Arcanjo,Belo Horizonte,1442715651,31004979,"BELO HORIZONTE
 ",http://qedu.org.br/escola/139950-colegio-sao-miguel-arcanjo/sobre
128,Instituto de Arte e Projeto,Belo Horizonte,1442705105,31274666,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/150188-inap-inst-arte-e-projeto/sobre
129,Cursos Extensivos e Salinhas Específicas Eduardo Chaves,Belo Horizonte,1442705088,31000299,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/136551-ee-hermenegildo-chaves/censo-escolar
130,Aulas Particulares Hanglez,Belo Horizonte,1442379518,,Belo Horizonte,
131,Colégio Abgar Renault,Belo Horizonte,1442379493,31004316,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/137066-colegio-abgar-renault-unid-boa-vista/sobre
132,Colégio Santa Dorotéia - BH,Belo Horizonte,1442379489,31007196,"BELO HORIZONTE
 ",https://www.qedu.org.br/escola/142692-colegio-santa-doroteia/censo-escolar
133,Santa Rita de Cássia - FTD Educação | BH,Belo Horizonte,1438785180,31004511,"BELO HORIZONTE
 ",http://www.qedu.org.br/escola/137095-colegio-santa-rita-de-cassia/sobre
134,Colégio Assunção,Curitiba,4708049692,41131584,"CURITIBA
 ",http://www.qedu.org.br/escola/237151-em-nossa-sra-da-assuncao-col-ed-inf-ef/sobre
135,Colégio do Bosque Mananciais,Curitiba,4668136349,41148142,"CURITIBA
 ",http://www.qedu.org.br/escola/263426-escola-do-bosque-mananciais/sobre
136,Curso e Colégio Acesso,Curitiba,4663620994,41150120,"CURITIBA
 ",http://www.qedu.org.br/escola/271566-colegio-acesso-santa-felicidade---ensino-fundamental-e-medio/sobre
137,Colégio Excelência Curitiba,Curitiba,4139633704,42014247,"MAFRA
 ",http://www.qedu.org.br/escola/263493-colegio-excelencia/sobre
138,COLÉGIO ANCHIETA Curitiba,Curitiba,4048197189,41127170,"CURITIBA
 ",http://www.qedu.org.br/escola/227335-anchieta-ctro-educ-ltda/sobre
139,Instituto Superior do Litoral do Paraná - ISULPAR,Curitiba,3372622849,41399820,"PARANAGUÁ
 ",http://www.qedu.org.br/escola/213827-isulpar-c-em-p/sobre
140,Escola Grace,Curitiba,2935237030,41533909,"CURITIBA
 ",http://qedu.org.br/escola/213077-crista-de-curitiba-e-ei-ef/sobre
141,Centro Europeu,Curitiba,2915717706,,Curitiba,
142,Colégio Marista Santa Maria,Curitiba,2887897072,41133153,"CURITIBA
 ",http://www.qedu.org.br/escola/236516-col-marista-santa-maria-educ-inf-ens-fund-e-medio/sobre
143,Colégio Vicentino São José,Curitiba,2851062624,41133285,"CURITIBA
 ",http://www.qedu.org.br/escola/224172-colegio-vicentino-sao-jose/sobre
144,Colégio Bagozzi,Curitiba,2731827254,41130090,"CURITIBA
 ",http://www.qedu.org.br/escola/224954-joao-bagozzi-col-pe-ef-em-p-rof-e-normal/censo-escolar
145,Santos Anjos,Curitiba,2455632654,41155815,"CURITIBA
 ",http://www.qedu.org.br/escola/278670-colegio-santo-anjo-barigui-ens-fundamental-e-ens-medio/sobre
146,Colégio Ensitec,Curitiba,2266779424,41376846,"CURITIBA
 ",http://www.qedu.org.br/escola/223335-colegio-ensitec-ensino-fundamental-medio-e-profissional/sobre
147,Acesso Portão,Curitiba,2016720832,41153235,"CURITIBA
 ",http://www.qedu.org.br/escola/272678-senai-portao/censo-escolar
148,SAE Digital,Curitiba,1945834272,41135865,"PINHAIS
 ",http://www.qedu.org.br/escola/235712-ceiefm-estillo/sobre
149,International School of Curitiba,Curitiba,1789595418,41129890,"CURITIBA
 ",https://www.qedu.org.br/escola/212574-colegio-internacional-de-curitiba-educacao-infantil-ensino-fundamental-e-medio/censo-escolar
150,Positivo Tecnologia - Outros projetos,Curitiba,1599031476,41158750,"CURITIBA
 ",http://qedu.org.br/escola/287341-positivo-hauer-c-em/sobre
151,Rede Marista — Centro-Sul,Curitiba,1598181291,,Curitiba,
152,SAE - Manutenção de sistemas,Curitiba,1598037190,41131215,"CURITIBA
 ",http://qedu.org.br/escola/221831-colegio-militar-de-curitiba/censo-escolar
153,SAE - Licenciamento de questões,Curitiba,1597996298,41127390,"CURITIBA
 ",https://www.qedu.org.br/escola/223730-escola-atuacao-ltda/censo-escolar
154,Colégio Batista Maranata,Curitiba,1524021241,41128648,"CURITIBA
 ",https://www.qedu.org.br/escola/223739-colegio-batista-maranata/censo-escolar
155,Escola Batista Shalon,Curitiba,1507061496,41388771,"CURITIBA
 ",https://www.qedu.org.br/escola/222555-batista-shalon-e-ei-ef/censo-escolar
156,Colégio Nossa Senhora do Sagrado Coração,Curitiba,1447092431,35101990,"SÃO PAULO
 ",http://www.qedu.org.br/escola/193177-colegio-nossa-senhora-do-sagrado-coracao/sobre
157,Elite Curitiba,Curitiba,1447082384,41602056,"CURITIBA
 ",http://www.qedu.org.br/escola/226212-ceiefm-alto-padrao/sobre
158,Colégio Martinus,Curitiba,1447082370,41130987,"CURITIBA
 ",http://www.qedu.org.br/escola/240549-martinus-col-educ-inf-ens-fund-ens-medio-sede/sobre
159,Colégio Energia Ativa,Curitiba,1447075758,41377508,"CURITIBA
 ",https://www.qedu.org.br/escola/227305-eiefm-colegio-energia-ativa/censo-escolar
160,Colégio Modelo,Curitiba,1442766992,41131304,"CURITIBA
 ",http://www.qedu.org.br/escola/227336-colegio-modelo-do-parana-eif-em-sede/sobre
161,Escola Bambinata,Curitiba,1442748651,41381068,"CURITIBA
 ",http://www.qedu.org.br/escola/212970-escola-bambinataeducacao-infantil-e-ensino-fundam/sobre
162,Colégio Modelo do Paraná,Curitiba,1442748580,41131304,"CURITIBA
 ",http://www.qedu.org.br/escola/227336-colegio-modelo-do-parana-eif-em-sede/sobre
163,Colégio Bom Jesus,Curitiba,1442748565,41127722,"CURITIBA
 ",http://www.qedu.org.br/escola/237906-colegio-bom-jesus-ensino-fundamental-e-medio/sobre
164,Colégio Marista Paranaense,Curitiba,1442748469,41132130,"CURITIBA
 ",http://www.qedu.org.br/escola/236433-colegio-marista-paranaense-ei-ef-em/sobre
165,Escola Carrossel Dourado,Curitiba,1442748428,,"CURITIBA
 ",https://www.qedu.org.br/escola/222156-eeief-escola-carrossel-dourado-integracao/sobre
166,Colégio Arquidiocesano de Curitiba,Curitiba,1442741684,41387392,"CURITIBA
 ",http://www.qedu.org.br/escola/236545-escola-internacional-everest-ei-ef/sobre
167,Sistema FIEP,Curitiba,1442741665,41133528,"CURITIBA
 ",http://qedu.org.br/escola/225269-colegio-sesi-parana-ensino-medio-e-educacao-infantil-portao/sobre
168,Escola Interativa,Curitiba,1442741552,41150422,"CURITIBA
 ",http://www.qedu.org.br/escola/271721-interativa-e---ei-ef/sobre
169,Colégio Senhora de Fátima,Curitiba,1442741380,41133463,"CURITIBA
 ",http://www.qedu.org.br/escola/235620-colegio-senhora-de-fatima-ed-inf-ensino-fund-medio-sc-ltda/censo-escolar
170,Escola Sebastião Paraná,Curitiba,1442735726,41133390,"CURITIBA
 ",http://www.qedu.org.br/escola/234748-escola-sebastiao-parana/sobre
171,Colégio Positivo,Curitiba,1442735694,41132599,"CURITIBA
 ",http://www.qedu.org.br/escola/212956-colegio-positivo-ensino-medio-sede/sobre
